,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
777,Sở hữu nhà sang - qùa vàng như ý tại le grand jardin,"Sài Đồng, Quận Long Biên, Hà Nội",97,3.4,3,2,,,,,,3942494
778,"Bán chung cư cao cấp hc golden city, chỉ 3 tỷ căn 2 phòng ngủ,hỗ trợ vay 70%","HC Golden City, Quận Long Biên, Hà Nội",72,3,2,2,,,,,,3940585
779,"Mở bán dự án le grand jardin, căn hộ cao cấp giá tốt , thiết kế đẳng cấp từ brg","Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",97,3.25,3,2,,,,,,3940588
780,"65m2-2.1 tỷ sở hữu căn hộ le grand jardin -sài đồng- long biên, hà nội","Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",65,2.1,2,2,,Đông nam,,,4,3928659
781,"Chỉ 600tr, sở hữu ngày căn hộ eco city việt hưng , nh ht 70% ls 0% trong 2 năm","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",63,1.8,2,2,,Đông nam,,,4,3919653
782,"Le grand jardin sài đồng, 0% ls trong 12 tháng, ck 3%, nhận nhà ở ngay","Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",83,2.6,3,2,15,Đông nam,,,4,3933578
783,160tr sơ hữu căn hộ cao cấp tại trung tâm tp thuận an.,"Legacy Central, Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",42,0.9,1,1,,,,,,3946414
784,"Bán ch homyland riverside :2pn ,2wc, 75m2, 3tỷ, view sông,","Căn hộ Homyland, Phường Bình Trưng Đông, Quận 2, TP HCM",75,3,2,2,1,,8,8,4,3946415
785,"Chính chủ cần nhượng lại căn góc 2 pn, 72m2,helius tower","Phường Mai Động, Quận Hoàng Mai, Hà Nội",72,2.9,2,2,,Nam,,,1,3946313
786,"Chuyển vào sài gòn,chính chủ cần bán 3 pn dự án feliz home hoàng mai","Hoàng Văn Thụ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",96.4,3.59,3,2,8,Đông nam,,,,3944392
787,Chuyển lên 3pn nên tôi cần bán lại 2pn 81 4m2 dự án k35 tân mai,"Tân Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",81.4,2.7,2,2,,Nam,,,,3944811
788,"Chuyển sang liền kề nên tôi muốn thanh khoản căn 2pn, 78m2 của dự án mandarin ga","Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",77.8,3.1,2,2,,Nam,,,,3944817
789,"Cần bán căn hộ him lam chợ lớn quận 6, 70m2, giá 2,85 tỷ,","Quận 6, TP HCM",70,2.85,2,2,6,Đông bắc,30,20,2,3742803
790,"Cho thuê ch him lam 2pn nhà trống giá 8tr/th, 2pn có nt giá 12tr/th,","Thị Xã Dĩ An, Bình Dương",65,0.52,2,2,,Đông nam,,,2,3742826
791,"Căn hộ eco xuân bình dương, chủ đầu tư setia malaysia, giá 26tr/m2, 1.8%/th","Eco Xuân Sky Residences, Thị Xã Thuận An, Bình Dương",67,1.85,2,2,21,Nam,60,,1,3827969
792,Suất nội bộ căn hộ the beverly solari vinhomes 2pn 70m2 giá 3 tỷ 425,"VinHomes Grand Park, Phường Long Bình, Quận 9, TP HCM",70,3.42,2,2,37,Tây Nam,,,4,3946288
793,Chỉ 2.5 tỷ sở hữu căn hộ đẹp khu vực hoàng mai - hai bà trưng - đống đa,"Feliz Homes, Quận Hoàng Mai, Hà Nội",77,2.6,2,2,,,,,1,3937399
794,"Mở bán đợt 1, xuất nội bộ chủ đầu tư căn hộ cao cấp imperiumtown nha trang .","Imperium Town, Phường Phước Long, Thành Phố Nha Trang, Khánh Hòa",116,5.22,3,2,39,,,,,3946270
795,"Bán nhanh căn hộ nhà ở xã hội bắc kỳ, yên phong","TL 286, Phường Yên Trung, Huyện Yên Phong, Bắc Ninh",45,0.43,2,1,,,15,,,3946260
796,"Lặn lôi tìm chung cư gần tt thành phố,giá tốt, thì đừng bỏ qua tin này","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",43,1.02,1,1,,,,,4,3774584
798,Vista reverside căn hộ độc tôn view sông duy nhất khu vực thuận an giá 25tr/m2,"Quận 12, TP HCM",52,1.28,,,,Đông nam,,,,3789446
799,"Vị trí độc tôn, giá cạnh tranh, pháp lý hoàn thiện 100%, giá chỉ 25tr/m2 đã vat","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.28,2,1,,Đông nam,,,4,3784016
800,"Bán căn hộ bình dương giá rẻ, tháng 9/2021 nhận nhà ở ngay. chỉ cần 400 triệu","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.28,2,1,,Đông nam,,,4,3908831
801,"Bán căn hộ ngay chợ lái thiêu, tp thuận an, trả trước 400triệu nhận nhà mới ngay","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,,,,,4,3922691
802,"Legacy central, chỉ cần thanh toán trước 300triệu là sở hữu ngay","Thuận An Central, Thị Xã Thuận An, Bình Dương",40,0.836,1,1,,,,,,3922987
803,"Bán căn hộ 2 phòng ngủ, chỉ tt trước 400triệu, sở hữu nhà mới ngay","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,0.4,2,1,,,,,4,3922994
804,"Vista riverisde phú long - trả trước 450triệu, tháng 9 nhận nhà ngay","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,,,,,4,3923017
805,"Bán căn hộ 2 phòng ngủ tại tt bình dương, chỉ cần trả trước 400triệu","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,0.4,2,1,,Đông nam,,,4,3924509
806,"Bán căn hộ tại bình dương, trả trước 450tr sở hưu ngay căn 2 phòng ngủ","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,0.45,2,1,,Đông nam,,,,3921141
807,Căn hộ diamond connect dĩ an bình dương mt quốc lộ 1k,"Quốc lộ 1K, Phường Đông Hòa, Thị Xã Dĩ An, Bình Dương",70,2.5,2,2,30,Nam,,,,3946255
808,Chính chủ bán cc sky centre quận tân bình,"Căn hộ Sky Center, Phường 2, Quận Tân Bình, TP HCM",36,1.85,1,1,12,Nam,,,,3946234
810,"Bảng hàng và cs mới với 750tr sở hữu căn hộ thương mại lâu dài view sông, biển","Phường Nhơn Bình, Thành Phố Quy Nhơn, Bình Định",34,0.75,1,1,,Đông nam,,,,3946218
811,Chung cư cao cấp tecco thịnh đán thái nguyên,"Chung cư Tecco Thái Nguyên, Phường Thịnh Đán, Thành Phố Thái Nguyên, Thái Nguyên",72,1.1,2,2,12,Đông nam,,,,3946191
812,Bán gấp căn hộ fresca riverside 53m2 chính chủ đã có sổ hồng,"Căn hộ Fresca Riverside, Phường Bình Chiểu, Quận Thủ Đức, TP HCM",53,1.9,2,1,3,,12,12,2,3946119
815,"Bao giá rẻ nhất căn hộ bcons green view căn 43.42m2 - 1tỷ5, 51m2 - 1tỷ6, căn góc","Phường Đông Hòa, Thị Xã Dĩ An, Bình Dương",43,1.5,2,1,,,,,,3945984
816,Cần bán căn hộ chung cư nhất lan 3 p tân tạo a bình tân,"Phường Tân Tạo A, Quận Bình Tân, TP HCM",50,1.45,2,1,,Tây,,10,,3945975
818,"Chung cư hc golden - căn 3pn full đồ, tặng quà 100tr , ck lên tới gần 200 tr","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",87,3.8,3,2,,,,,,3945961
819,200tr sở hữu bcons polygon căn 1 phòng 41m2- giá từ 34tr/m2,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",41,1.39,1,1,29,Nam,20,20,,3945955
821,Chỉ 2.7 tỉ sở hữu căn hộ 3 phòng ngủ miễn lãi suất vay nh tới 12 tháng,"Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",83,2.7,3,2,15,Đông bắc,40,,,3923967
822,Vén màn tầm view trục căn thấp tầng à la carte halong bay - vịnh hạ long chưa ba,"À La Carte Halong Bay, Phường Hùng Thắng, Thành Phố Hạ Long, Quảng Ninh",56,2,2,2,41,,,,,3945903
823,Chỉ từ 450tr sở hữu ngay căn hộ cao cấp the lines tại đại đô thị triệu cây xanh,"KĐT Ecopark, Xã Cửu Cao, Huyện Văn Giang, Hưng Yên",84,0.3108,3,2,,Đông nam,,,,3945883
824,Chính chủ bán chung cư n09b2 tại kđt dịch vọng- cầu giấy,"KĐT Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",133.2,5.33,3,2,,,,,,3945574
825,Căn hộ cao cấp paris thủ thiêm quận 2 giá bán chỉ 1 5 tỷ căn 2 phòng ngủ,"Paris Hoàng Kim, Phường Bình Khánh, Quận 2, TP HCM",73,1.5,2,2,26,,,,,3945868
826,Booking 50tr/căn có hoàn lại căn hộ cao cấp view sông sài gòn,"BẾN NGHÉ, Phường Tân Thuận Đông, Quận 7, TP HCM",63,0.065,1,1,18,,10,30,,3945854
827,Bán gấp căn hộ chung cư tecco bình minh - thanh hóa,"Chung cư Tecco Thanh Hóa, Phường Đông Hương, Thành phố Thanh Hóa, Thanh Hóa",57,1.1,2,2,,Đông nam,,,,3945848
828,Bán căn hộ udic westlake view đường võ chí công hướng đông nam siêu đẹp,"Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",147,6,4,3,,Đông nam,40,,2,3945833
829,"Sở hữu căn 2pn view sông, mt eastmark, thanh toán trước chỉ 20%","MT Eastmark City, Phường Long Trường, Quận 9, TP HCM",70,2.52,2,2,,,,,,3945808
830,Bán ngay căn hộ 2 phòng ngủ trung tâm tp bắc ninh,"Green Pearl Bắc Ninh, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",79,1.7,2,2,10,Đông nam,30,5,1,3945798
831,Cần bán căn hộ stown tham lương 3pn quận 12,"Phường Tân Thới Nhất, Quận 12, TP HCM",87,2.25,3,2,,Đông nam,,15,,3945800
832,Booking căn hộ cao cấp the lines nằm trong đại đô thị triệu cây xanh,"KĐT Ecopark, Xã Cửu Cao, Huyện Văn Giang, Hưng Yên",56,2.52,2,1,15,Đông nam,,,1,3945755
833,160tr sở hữu ngay căn hộ cao cấp tại trung tâm tp thuận an.,"Legacy Central, Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",42,0.9,1,1,,,,,4,3945750
835,Bán suất ngoại giao tòa tháp thiên niên kỷ - số 4 quang trung - hà đông.,"Quang Trung, Quận Hà Đông, Hà Nội",75,2.4,2,2,44,Đông nam,40,70,3,3815520
836,Căn hộ cc phú thịnh green park chỉ 26tr/m2 giữa tt hành chính quận hà đông,"Phú Thịnh Green Park, Quận Hà Đông, Hà Nội",83,2,3,2,36,Đông bắc,30,30,,3903544
837,Căn hộ khoáng nóng view sông sài gòn - mở bán giai đoạn 1,"BẾN NGHÉ, Phường Tân Thuận Đông, Quận 7, TP HCM",80,0.065,2,2,18,,10,30,,3945586
838,Bán tổng hợp quỹ căn vinhomes smart city,"Vinhomes Smart City, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",54.6,2.3,2,1,,,,,,3945566
840,"Đừng bỏ lỡ cơ hội sở hữu chcc bậc nhất lbiên với giá chỉ 2.9tỷ/2pn, 3,9tỷ/3pn","Berriver Jardin, Phường Bồ Đề, Quận Long Biên, Hà Nội",75,3.38,2,2,,,,,,3945493
841,Căn hộ duplex udic westlake võ chí công giá sốc chỉ 32tr/m2,"Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",249,7.97,5,4,2,Đông nam,,,,3945474
842,Căn hộ legacy trung tâm thuận an- tt 15% nh cho vay 20 năm,"Legacy Central, Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",45,1.28,2,1,,Tây bắc,,,4,3945414
843,"Căn hộ vista riverside view sông sài gòn, tặng nội thất - bàn giao hoàn thiện.","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",39,1.08,1,1,,,,,,3944211
844,Bán căn studio view hồ imperia smart city tây mỗ,"Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",31,1.16,1,1,,,,,,3945375
845,Bán căn studio view hồ imperia smart city,"Vinhomes Smart City, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",31,1.16,1,1,,Đông bắc,,,,3945372
847,Bán căn hộ thủ dầu một - bình dương giá 1.85 tỷ,"Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",50,1.8,3,2,40,,,,2,3945324
848,Bán căn 2pn 62 4m đến 79m tecco diamond giá 1 8 tỉ đến 2 4 tỉ,"Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",64,1,2,2,25,Đông nam,12,7500,,3945269
850,Chính chủ bán căn góc chung cư i-home gò vấp 2.2 tỷ,"I-Home, Phường 14, Quận Gò Vấp, TP HCM",68,2.2,2,2,7,Nam,,20,,3945244
851,"Happy one bình dương, căn hộ tốt nhất trung tâm tp. thủ dầu một, cho thuê lên đế","Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",50,1.8,3,2,20,,,,3,3945209
852,Căn hộ đẳng cấp chỉ với từ 1 tỷ 390 triệu,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",40,1.39,1,1,,,,,,3943724
853,"Quỹ căn đợt cuối hc golden city chỉ từ 3.55 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82.1,3.55,3,2,25,Tây Nam,40,,1,3945180
854,Căn hộ chung cư the lines giữa đại đô thị cây xanh ecopark,"KĐT Ecopark, Xã Cửu Cao, Huyện Văn Giang, Hưng Yên",84,4,3,2,10,Đông nam,,,,3945121
855,Bán căn hộ chung cư cao cấp t t vitoria trung tâm tp vinh,"Phường Quang Trung, Thành phố Vinh, Nghệ An",55,1.49,2,2,28,,12,,4,3945115
857,Căn hộ biển nha trang chỉ 27tr/m2 sở hữu lâu dàii,"Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",70,2.92,2,2,4,Đông nam,,,2,3945111
858,"Bán ngay căn 2pn (71m2) tầng 5, bc đông bắc, chỉ 2.2 tỷ tại phương đông green","KĐT Việt Hưng, Phường Đức Giang, Quận Long Biên, Hà Nội",71,2.2,2,2,5,,,,,3945102
859,Bán căn hộ nội thất cao cấp diamond connect gần go dĩ an,"Quốc lộ 1K, Phường Đông Hòa, Thị Xã Dĩ An, Bình Dương",53.3,0.66,1,1,3,Bắc,30,30,,3945098
860,"Chỉ với 1,779 tỷ sở hữu ngay căn hộ trung tâm quận thanh trì","Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",64,1.78,2,2,,Đông nam,,,1,3945090
861,Cần bán căn hộ 81m2 chung cư everrich infinity quận 5,"Căn hộ Everrich Infinity, Phường 1, Quận 5, TP HCM",81,6.6,2,2,25,Đông bắc,,,,3945084
863,"Bán căn hộ mt phạm văn đồng nối dài ,ngay làng đại hoc thủ đức","Phường Bình Chiểu, Quận Thủ Đức, TP HCM",65,0.66,2,2,,,30,54,4,3945057
864,Căn hộ chung cư cao cấp hiếm hoi tại thuận an 160tr nhận nhà,"Lê Lợi, Phường Hòa Phú, Thành phố Thủ Dầu Một, Bình Dương",59,1.1,2,2,,,10,,1,3945017
865,Sở hữu căn hộ cao cấp chỉ 160tr tại tt tp thuận an,"Legacy Central, Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",42,0.9,1,1,,,,,,3945010
866,"Căn hộ him lam chợ lớn, sổ hồng, 2pn-2wc, giá từ 3.2 tỷ","Dự án Him Lam Chợ Lớn, Quận 6, TP HCM",86,3.18,2,2,,Đông nam,,,,3873314
867,"Ch him lam phú đông, 65m2 2pn-2wc giá 2.250tỷ (đã có sổ hồng). hỗ trợ vay nh","Thị Xã Dĩ An, Bình Dương",65,2.25,2,2,,Tây bắc,,,1,3807529
868,Bán căn hộ him lam phú an nhà cực mới nội thất cao cấp cho vay 70%,"Quận 9, TP HCM",69,2.5,2,2,,Đông nam,,,2,3742885
869,"Bán căn hộ him lam chợ lớn 102m2, full nội thất như hình","Dự án Him Lam Chợ Lớn, Quận 6, TP HCM",102,3.49,2,2,14,Tây Nam,,,,3638097
870,"Cần bán b3-1x-07, 97m2 him lam chợ lớn, giá 3,55 tỷ full nội thất","Dự án Him Lam Chợ Lớn, Quận 6, TP HCM",97,3.55,2,2,16,Tây Nam,,,,3873311
871,"Căn hộ eco xuân bình dương, cđt setia malaysia, giá 26 triệu/m2","Eco Xuân Sky Residences, Thị Xã Thuận An, Bình Dương",86,0.1978,3,2,,Đông,,,1,3873331
872,"Cần bán căn hộ him lam chợ lớn block b và c, giá 2021, lh tài 0967.087.089","Dự án Him Lam Chợ Lớn, Quận 6, TP HCM",86,3.2,2,2,,Đông nam,,,1,3890812
873,Bán căn hộ khu c topaz đường bờ bao tân thắng q tân phú,"Phường Sơn Kỳ, Quận Tân Phú, TP HCM",69,2.6,2,1,7,,15,15,,3944830
874,Chính chủ bán căn hộ cc thanh yến đường thanh đa p27 bình thạnh,"Phường 27, Quận Bình Thạnh, TP HCM",70,3.45,2,2,,Đông nam,15,15,,3944824
875,Chính chủ bán gấp giá tốt căn hộ 49m2 cc vision bình tân,"Phường Tân Tạo A, Quận Bình Tân, TP HCM",49,1.5,1,1,,,15,15,,3944818
877,"Bán nhanh căn hộ tầng 11, căn 2 pn, dt 57m2- chung cư ori garden đà nẵng","KĐT Lakeside Palace, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",56.6,1.25,,,,Đông nam,,,,3944631
878,Chính chủ cần bán gấp căn hộ 105m2 giá 4.3 tỷ bao phí tại king palace,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",105,4.3,3,2,,,,,1,3944621
879,Cần bán gấp căn hộ 100m2 giá 4 ỷ tại chung cư handi resco 31 lê văn lương,"Chung cư Handiresco Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",100,4,3,2,,,,,1,3944615
880,"Bán căn góc 2 pn chung cư ori garden đà nẵng chỉ 1,5 tỷ bao thuế","KĐT Lakeside Palace, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",56.7,1.5,2,2,,,,,,3944587
881,Chuyển nhượng căn hộ chung cư 140m2 tại no4b-t1 ngoại giao đoàn,"Quận Tây Hồ, Hà Nội",140,4.05,3,2,26,Đông nam,,,1,3944145
882,"Chỉ với 1.7 tỷ sở hữu căn hộ the sailing ck 13%, tặng 2 chỉ vàng o965172574","I–Tower, Phường Lý Thường Kiệt, Thành Phố Quy Nhơn, Bình Định",45,1.7,1,1,25,Tây bắc,,,,3944489
883,"Chính chủ bán ccmn nguyễn văn cừ 600tr/căn 1-2pn full nội thất,oto đỗ cửa","Quận Long Biên, Hà Nội",31,0.65,1,1,6,,,,,3414813
884,The lines/ sở hữu vị trí trọng tâm và góc nhìn triệu đô giữa ecopark,"KĐT Ecopark, Xã Cửu Cao, Huyện Văn Giang, Hưng Yên",84,4,3,2,15,Đông nam,,,,3944456
887,"Bán căn hộ hóc môn 3pn 2wc, sổ riêng, sở hữu trọn đời","Xã Bà Điểm, Huyện Hóc Môn, TP HCM",60,0.8,,,,,,,,3944372
888,"600 triệu, sở hữu ngay căn hộ cc tại le grand jardin - nh cho vay 70%, ls 0% 12","Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",65,2.1,2,2,15,Đông nam,,,4,3927685
889,"Bán căn 97m2, 3pn, bc đông nam, kđt sài đồng, view bể bơi, giá chỉ 3,34tỷ, ls 0%","Sài Đồng, Quận Long Biên, Hà Nội",97,3.34,3,2,,Đông nam,,,4,3933179
890,Chỉ cần 500 triệu sở hữu căn hộ sống xanh thiết kế bền vững-nhận nhà ở ngay-65m2,"Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",65,2.08,2,2,,,,,,3941202
891,"2.280 tỷ sở hữu căn cc 73m2 tại eco city việt hưng, ko vay bank ck 16%/70%gtch","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",73,2.02,2,2,,,,,,3941975
892,Cập nhật bảng hàng và chính sách mới căn hộ vina2 panorama quy nhơn,"Phường Nhơn Bình, Thành Phố Quy Nhơn, Bình Định",52,1.2,1,1,,Đông nam,,,,3944361
893,Tổng hợp quỹ căn eco city giá tốt từ 1.78 tỷ - 2.7 tỷ full nội thất cao cấp,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",64,1.8,2,2,10,Đông nam,,,,3937519
894,"Giá gốc từ cđt, bán căn góc 3pn dự án hc golden, 87m giá chỉ 3,6 tỷ nhận nhà","HC Golden City, Quận Long Biên, Hà Nội",87,3.6,,,15,Đông bắc,,,,3937916
895,"Giá gốc từ cđt, bán căn góc 3pn dự án hc golden, 87m giá chỉ 3,6 tỷ","Quận Long Biên, Hà Nội",87.3,3.6,3,2,,Đông nam,,,,3940517
896,"Quỹ căn ngoại giao dự án ecocity việt hưng 2n, 3n giá chỉ từ 1,78 tỷ, hỗ trợ vay","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",64,0.11392,2,2,10,Đông nam,,,,3934972
897,"Hot. nhượng lại suất ngoại giao 2pn, giá chỉ từ 1,78 tỷ chiết khấu lên tới 300tr","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",64,1.78,2,2,10,Đông nam,,,,3936991
898,Chính chủ bán căn hộ chung cư mỹ đức phường 21 quận bình thạnh,"XÔ VIẾT NGHỆ TĨNH, Phường 21, Quận Bình Thạnh, TP HCM",95,3.6,2,2,20,,,,,3944362
899,"Chính chủ bán căn hộ everich ìninity, đã có sổ hồng vĩnh viễn","Căn hộ Everrich Infinity, Phường 4, Quận 5, TP HCM",80,5.8,2,2,,,,,,3944357
900,"Chính chủ cần bán căn hộ 2 phòng ngủ, 63m2, view vinhomes riverside","Giang Biên, Quận Long Biên, Hà Nội",63,0.0945,2,2,11,Đông nam,20,20,2,3940800
901,Giảm giá mùa dịch đên 7% khi mua căn hộ lavita thuận an trong tháng 7 duy nhất.,"Thị Xã Thuận An, Bình Dương",50,1.64,1,1,15,Đông nam,18,45,4,3933685
902,"Trúng xe ô tô mazda 3 khi mua căn hộ biên hòa univer complex, chỉ cần đóng 30%.","Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",73,2.3,2,2,16,Tây Nam,15,45,4,3930421
903,"Căn hộ q7 sài gon riverside mặt tiền đào trí, quận 7 giá tốt, hỗ trợ vay 50%","Saigon Riverside Complex, Quận 7, TP HCM",53,1.85,2,1,12,Tây,30,30,4,3928987
904,"Đầu tư chung cư biên hòa universe complex trúng xe mazda3, giảm giá 4%, trả góp.","Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",74,2.3,2,2,17,Đông bắc,18,45,4,3931238
905,Chung cư biên hòa universe complex 73m 2pn/2.2 tỷ bàn giao nội thất cao cấp.,"Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",73,2.28,2,2,9,Nam,18,45,4,3927310
906,"Căn hộ quy nhơn melody giảm giá 3%, hoàn tiền 5%, cách biển 50m.","Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",51,1.7,1,1,25,,30,,2,3810525
